-BEGIN HEADER-,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,
Dates (month/day/year): 01/01/1981 through 01/01/2022 ,,,,,,,
Location: Latitude  32.756   Longitude -97.3225 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 254.24 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,
PS              MERRA-2 Surface Pressure (kPa) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,Day,T2M,RH2M,PRECTOTCORR,WS2M,PS
2005,12,15,3.94,41.44,0.03,2.96,99.02
2005,12,16,4.39,45.56,0.77,1.98,99.05
2005,12,17,4.95,71.06,0.05,2.06,99.44
2005,12,18,5.87,64.44,0.01,1.58,100.1
2005,12,19,4.23,63.06,0.06,2.17,100.15
2005,12,20,3.97,78.62,1.68,1.25,99.77
2005,12,21,3.96,69.56,0.08,1.48,99.69
2005,12,22,7.73,61.56,0,3.53,99.16
2005,12,23,11.97,61.06,0,4.02,98.14
2005,12,24,11.37,52.88,0,5.69,98.38
2005,12,25,10.05,48.19,0,2.73,98.61
2005,12,26,14.19,39.94,0,3.86,98.2
2005,12,27,15.59,39,0,4.59,97.8
2005,12,28,11.65,49.44,0,3.03,98.3
2005,12,29,13.58,38.12,0,2.91,97.9
2005,12,30,12.16,40.38,0,3.38,98.01
2005,12,31,12.86,38.88,0,3.61,97.89
2006,1,1,17.03,39.5,0,5.44,97.22
2006,1,2,13.74,34.94,0,3.16,98.33
2006,1,3,16.2,30,0,3.02,98.43
2006,1,4,12.87,40.75,0,3.48,98.89
2006,1,5,9.6,40.31,0,4.66,99.53
2006,1,6,8.09,35.88,0,2.62,99.49
2006,1,7,13.97,27.62,0,4.06,98.41
2006,1,8,14.72,27.69,0,3.66,97.96
2006,1,9,10.59,46.69,0,2.8,98.76
2006,1,10,6.05,53.56,0,3.28,99.3
2006,1,11,10.37,34.31,0,3.65,98.48
2006,1,12,14.11,46.38,0,5.36,97.82
2006,1,13,8.23,45.19,0,4.62,99.26
2006,1,14,9.47,26.88,0,2.62,99.29
2006,1,15,14.06,32.44,0,4.9,98.05
2006,1,16,14.92,45,0.05,4.63,97.5
2006,1,17,6.56,35,0,5.5,98.71
2006,1,18,11.76,24.06,0,4.77,98.59
2006,1,19,14.87,49.06,0.01,5.19,98.27
2006,1,20,14.38,61.25,0.05,5.23,98.58
2006,1,21,7.2,49.12,0.12,2.77,99.49
2006,1,22,6.14,83.44,22.05,2.8,99.26
2006,1,23,6.35,66,0,2,99.33
2006,1,24,9.47,49.94,0,2.08,99.49
2006,1,25,10.82,48.88,0,1.6,99.98
2006,1,26,9.15,62.25,0,3.41,99.74
2006,1,27,10.01,84.88,7.02,3.92,99.26
2006,1,28,14.07,70.31,13.35,4.56,98.24
2006,1,29,10.97,48.88,0,3.2,98.08
2006,1,30,9.15,45.69,0,3.13,98.73
2006,1,31,10.24,46.62,0,4.19,98.45
2006,2,1,13.95,75.38,0.05,3.01,97.7
2006,2,2,14.01,63.88,0,2.3,97.33
2006,2,3,10.33,55.88,3.28,3.2,98.15
2006,2,4,8.09,52.75,0.04,2.24,98.89
2006,2,5,9.9,58,0,4.38,98.03
2006,2,6,6.9,54.5,0,4.59,99.15
2006,2,7,6.91,58.81,0,1.6,99.61
2006,2,8,10.22,51.5,0,2.73,99.21
2006,2,9,8.12,57.88,0.02,3.62,99.18
2006,2,10,8.23,60.56,1.23,4.52,98.85
2006,2,11,1.47,44.5,0.01,5.07,99.89
2006,2,12,2.9,47.19,0,4.12,99.64
2006,2,13,5.98,45.88,0,2.66,99.39
2006,2,14,10.14,51.94,0,3.91,98.34
2006,2,15,16.54,70.19,0,4.56,98.04
2006,2,16,17.63,57.62,0,6.53,98.26
2006,2,17,1.71,46.31,0.05,4.95,99.89
2006,2,18,-1.83,67,0.04,4.77,100.14
2006,2,19,-0.95,73.69,0.07,2.33,99.71
2006,2,20,2.44,76.44,0.06,1.25,99.1
2006,2,21,4.44,91.81,0.69,2.17,98.57
2006,2,22,7.25,91.88,0.38,1.91,98.41
2006,2,23,7.98,58.44,0.02,1.87,99.28
2006,2,24,8.38,79.12,23.52,2.28,99.1
2006,2,25,9.54,87.69,35.22,2.49,99.07
2006,2,26,7.52,65.56,0,2.05,99.95
2006,2,27,12.61,68.69,0.44,4.8,98.86
2006,2,28,16.94,71.38,0,4.7,98.2
2006,3,1,20.96,65.12,0,3.24,97.86
2006,3,2,16.57,54.62,0.05,4.8,98.66
2006,3,3,13.65,60.25,0.74,2.8,99.31
2006,3,4,13.43,66.56,0.01,3.32,99.15
2006,3,5,18.34,73.81,0,2.94,98.95
2006,3,6,17.51,62.25,0,2.77,99.08
2006,3,7,20.93,73.81,0,5.23,98.49
2006,3,8,19.56,80.62,3.6,4.9,97.52
2006,3,9,16.33,53.5,0.63,5.23,96.93
2006,3,10,17.58,50.31,0.22,3.7,97.26
2006,3,11,20.85,75.94,0.05,3.09,97.7
2006,3,12,23.29,70.25,0.38,5.23,97.64
2006,3,13,13.48,33.62,0,3.8,98.55
2006,3,14,10.63,47.38,0,2.09,99.43
2006,3,15,13.66,48.5,0,4.55,98.99
2006,3,16,16.51,51.62,0,3.56,98.83
2006,3,17,12.24,48,3.47,3.3,99.26
2006,3,18,10.79,87.75,38.64,4.24,98.64
2006,3,19,10.66,94.19,37.15,3.92,97.89
2006,3,20,14,66,5.87,5.42,97.34
2006,3,21,6.65,60.56,0,4.59,98.88
2006,3,22,5.93,74.38,0.24,2.94,99.45
2006,3,23,4.01,68.94,0.21,4.16,99.97
2006,3,24,5.82,61.69,0,1.83,99.77
2006,3,25,10.2,61.69,0,1.78,99.27
2006,3,26,13.27,67.25,0,4.87,98.69
2006,3,27,15.81,70.19,0.13,3.07,98.79
2006,3,28,13.76,60.69,0.63,3.01,99.14
2006,3,29,15.99,87.88,4.07,3.53,98.66
2006,3,30,20.94,77.69,1.7,5.84,98.09
2006,3,31,22.76,71.5,0.09,3.38,98.43
2006,4,1,22.32,80.62,0.01,4.01,98.39
2006,4,2,23.12,59.12,0.01,3.14,98.19
2006,4,3,17.51,58.81,0,3.21,99.01
2006,4,4,17.87,67.5,0,2.3,98.96
2006,4,5,21.76,71.62,0,4.35,98.07
2006,4,6,21.16,61.44,0.4,4.48,97.37
2006,4,7,18.07,39.5,0,5.4,97.57
2006,4,8,14.8,55.06,0,4.45,98.87
2006,4,9,15.77,54.19,0,1.88,98.9
2006,4,10,18.41,59.94,0,4.02,98.54
2006,4,11,20.11,64.69,0,4.34,98.59
2006,4,12,22.41,66.19,0,3.75,98.99
2006,4,13,22.96,65.12,0,3.33,98.97
2006,4,14,22.87,54.31,0,4.44,98.25
2006,4,15,25.15,55.38,0,5.68,97.52
2006,4,16,26,44.31,0,2.89,97.5
2006,4,17,26.16,35.62,0,3.45,97.5
2006,4,18,27.6,41,0,3.01,97.49
2006,4,19,21.52,34.62,3.64,3.41,98.16
2006,4,20,18.33,79.88,24.13,2.37,98.25
2006,4,21,19.66,67.62,5.94,1.62,98.46
2006,4,22,21.94,67.5,0,2.69,98.63
2006,4,23,22.92,69.12,0,3.48,98.29
2006,4,24,25.19,74.5,0.08,4.07,97.93
2006,4,25,17.87,71.06,0.76,3.71,98.36
2006,4,26,15.02,59.75,0,2.66,98.84
2006,4,27,17.44,62.38,0,2.58,98.69
2006,4,28,20.33,83,28.65,5.14,98.01
2006,4,29,18.94,78,16.52,4.38,97.66
2006,4,30,19.42,54.12,0,3.61,98.19
2006,5,1,22.66,62.06,2.52,4.47,98.18
2006,5,2,23.8,77.38,8.18,3.12,98.37
2006,5,3,23.49,78.5,7.59,3.23,98.3
2006,5,4,22.05,86.81,15.55,1.67,98.35
2006,5,5,20.06,87.38,14.78,2.66,98.36
2006,5,6,19.89,87.56,5.63,3.05,98.07
2006,5,7,19.32,81,0.61,1.91,98.31
2006,5,8,22.01,82.81,0.04,3.8,97.88
2006,5,9,26.95,74.69,0.07,3.46,97.34
2006,5,10,20.73,71.25,0.26,4.23,98.04
2006,5,11,16.7,52.62,0,2.95,98.95
2006,5,12,20.8,50.19,0,2.73,98.35
2006,5,13,23.37,61.44,0,2.8,97.92
2006,5,14,22.69,64.88,0.03,3.44,98.48
2006,5,15,18.91,57.88,0,2.97,99.16
2006,5,16,19.88,53.75,0,2.54,98.8
2006,5,17,21.44,49.31,0,1.8,98.52
2006,5,18,24.18,43.56,0,2.14,98.29
2006,5,19,27.16,42.38,0.01,3.7,98.04
2006,5,20,27.26,50.75,0,4,98.06
2006,5,21,26.22,55.94,0,3.62,98.11
2006,5,22,26.27,53.31,0,3.33,98.36
2006,5,23,27.38,56.06,0,3.91,98.44
2006,5,24,28.31,55.19,0,3.86,98.38
2006,5,25,28.97,55.31,0,3.24,98.13
2006,5,26,28.15,55.94,0,3.93,97.89
2006,5,27,28.4,54,0.34,4.92,97.84
2006,5,28,27.33,65.06,0.48,4.63,98.11
2006,5,29,27.26,66.38,0.11,3.88,98.37
2006,5,30,26.45,67.25,0.37,2.32,98.51
2006,5,31,25.76,64.12,2.87,1.92,98.71
2006,6,1,25.8,62.12,2.84,0.67,98.74
2006,6,2,26.48,51,0,2.45,98.71
2006,6,3,26.12,45.56,0,1.52,98.59
2006,6,4,29.41,43.5,0,2.68,98.12
2006,6,5,31.44,42.69,0.01,4.23,98.05
2006,6,6,31.95,40.06,0,2.85,98.09
2006,6,7,30.04,43.69,0,2.69,98.4
2006,6,8,29.93,41.62,0,2.13,98.55
2006,6,9,31.18,37,0,2.47,98.35
2006,6,10,32.67,34.44,0,3.78,97.89
2006,6,11,31.68,37.38,0,3.76,97.86
2006,6,12,31.46,37,0,2.38,98.36
2006,6,13,31.4,40.81,0,2.54,98.54
2006,6,14,29.16,33.19,0,2.95,98.55
2006,6,15,29.87,34.5,0,4.33,98.25
2006,6,16,30.27,52.5,1.8,6.13,98.1
2006,6,17,28.05,73.88,18.46,4.28,98.14
2006,6,18,29.31,60.69,0.73,1.77,98.39
2006,6,19,28.87,60.69,0,2.84,98.58
2006,6,20,27.55,65.19,0.01,3.77,98.55
2006,6,21,28.55,61.31,0.01,4.34,98.51
2006,6,22,29.06,59,3.71,3,98.77
2006,6,23,27.8,70.12,6.48,1.78,98.75
2006,6,24,28.84,63,0.73,1.61,98.74
2006,6,25,28.89,50.06,0.11,2.88,98.78
2006,6,26,26.01,44.12,0,3.05,98.83
2006,6,27,26.35,39.19,0,0.96,98.91
2006,6,28,27.76,34.94,0,2.1,99.04
2006,6,29,28.56,34.38,0,2.3,98.99
2006,6,30,29.24,36.62,0,2.29,98.78
2006,7,1,29.05,45.81,0.17,2.89,98.8
2006,7,2,28.17,57.94,0.66,3.35,98.92
2006,7,3,27.93,61.06,0.45,2.45,98.81
2006,7,4,27.44,67.56,8.53,1.55,98.62
2006,7,5,27.07,74.19,6.48,2.06,98.55
2006,7,6,27.69,62.81,0.01,2.78,98.89
2006,7,7,25.95,42.06,0,2.55,99.07
2006,7,8,28.14,51.25,0,2.01,98.85
2006,7,9,30.98,52.81,0.13,2.88,98.43
2006,7,10,30.9,55.31,0.06,3.96,98.26
2006,7,11,32.29,48.56,0,4.65,98.33
2006,7,12,33.19,44,0.02,4.23,98.42
2006,7,13,33.52,43.81,0,4.13,98.36
2006,7,14,32.83,44.06,0.01,3.45,98.5
2006,7,15,32.96,41.38,0,2.7,98.79
2006,7,16,34.37,36.25,0,2.73,98.68
2006,7,17,35.45,37.81,0,2.76,98.44
2006,7,18,36.06,34.25,0,2.45,98.44
2006,7,19,34.85,35.56,0,2.89,98.51
2006,7,20,34.72,35.44,0.15,2.74,98.59
2006,7,21,34.12,35,0,1.8,98.5
2006,7,22,32.1,36.25,0.01,3.61,98.48
2006,7,23,29.94,40.19,0.01,3.32,98.41
2006,7,24,30.8,47.88,0,3.35,98.3
2006,7,25,31.37,50.25,0,4.1,98.25
2006,7,26,30.56,53.25,0,3.27,98.12
2006,7,27,31.87,52.62,0,4.15,98.11
2006,7,28,32.44,47.44,0.1,4.79,98.53
2006,7,29,32.43,47.38,0,4.55,98.59
2006,7,30,33.01,43.62,0,4.51,98.27
2006,7,31,32.65,46.94,0,5.16,98.12
2006,8,1,32.63,47,0,5.31,98.31
2006,8,2,32.53,47.31,0,4.95,98.41
2006,8,3,33.2,45.69,0,3.29,98.47
2006,8,4,33.8,37.62,0,3.05,98.53
2006,8,5,34.48,36.38,0,2.91,98.37
2006,8,6,33.16,42.69,3.36,2.85,98.47
2006,8,7,30.46,56.62,1.38,2.59,98.74
2006,8,8,31.58,52.5,0.28,3.43,98.8
2006,8,9,33.26,44,0,3.35,98.6
2006,8,10,34.33,40.12,0,3.59,98.28
2006,8,11,34.56,42.19,0.83,2.75,97.97
2006,8,12,31.24,53.31,3.31,3.18,98.11
2006,8,13,33,44.5,0.19,4.23,98.27
2006,8,14,32.8,43.31,2.98,3.02,98.43
2006,8,15,33.17,35.56,0.24,2.39,98.43
2006,8,16,33.76,35.44,0.01,3.3,98.45
2006,8,17,34.39,35.38,0,3.27,98.44
2006,8,18,34.59,37.19,0,2.45,98.39
2006,8,19,33.62,39.19,0,2.36,98.42
2006,8,20,33.45,41.12,0.08,1.9,98.44
2006,8,21,34.13,38.12,0.06,2.2,98.62
2006,8,22,33.25,44.62,0.42,1.61,98.78
2006,8,23,33.44,43.88,1.3,2.29,98.47
2006,8,24,34.18,40.44,0.11,3.75,97.96
2006,8,25,34.44,41.12,0,3.85,97.93
2006,8,26,33.7,44,1.82,3.25,98.03
2006,8,27,30.11,62.88,14.86,2.36,98.25
2006,8,28,26.62,83.25,10.35,0.62,98.39
2006,8,29,25.81,60.94,0.32,2.83,98.59
2006,8,30,25.78,57.19,0.11,1.58,98.57
2006,8,31,28.01,52.44,0,1.84,98.43
2006,9,1,28.97,59.12,3.83,1.28,98.44
2006,9,2,25.76,65.88,4.74,2.34,98.66
2006,9,3,24.52,71.69,7.78,1.84,98.84
2006,9,4,22.16,86.75,17.29,1.59,98.91
2006,9,5,23.12,67.44,0.9,2.28,99.03
2006,9,6,22.32,57.31,0,2.21,98.91
2006,9,7,23.44,55.56,0,1.29,98.65
2006,9,8,24.83,57.94,0,1.8,98.54
2006,9,9,25.91,60.44,0,1.61,98.42
2006,9,10,26.34,62.25,0.62,1.31,98.3
2006,9,11,27.15,68.88,3.38,0.8,98.44
2006,9,12,25,63.25,0.22,3.02,98.69
2006,9,13,21.79,56.19,0,1.95,98.62
2006,9,14,23.33,45.81,0.01,2.06,98.36
2006,9,15,26.72,55.81,0,3.72,98.24
2006,9,16,28.7,67.56,2.6,4.26,98.11
2006,9,17,24.58,84.44,15.25,3.58,97.99
2006,9,18,20.31,58.81,0.31,3.33,98.38
2006,9,19,21.94,46.25,0.7,1.3,98.88
2006,9,20,22.34,47.88,0,3.72,98.52
2006,9,21,23.66,60.5,0.8,4.42,97.46
2006,9,22,28.82,61,0.54,4.83,97.23
2006,9,23,24.94,61.88,4.1,3.83,98.01
2006,9,24,18.82,52.25,0,3.59,99.04
2006,9,25,19.69,51.44,0,1.2,99.19
2006,9,26,21.95,43.69,0,2.72,98.88
2006,9,27,25.43,46.31,0.09,3.47,98.28
2006,9,28,19.68,45.62,0,3.7,98.97
2006,9,29,21.05,48.75,0,2.59,98.57
2006,9,30,27.06,53.06,0,3.41,98.37
2006,10,1,26.95,55.44,0,3.75,98.65
2006,10,2,27.33,52.62,0,4.12,98.79
2006,10,3,27.01,53.88,0,3.55,98.83
2006,10,4,27.09,55.5,0,1.77,99
2006,10,5,26.33,50.19,0,1.93,99.15
2006,10,6,25.04,50.38,0,2.55,99.2
2006,10,7,21.98,35.25,0,2.45,99.08
2006,10,8,21.41,32.38,0,1.71,98.86
2006,10,9,22.73,35.31,0.2,1.45,98.77
2006,10,10,21.16,68.56,16.38,2.56,98.35
2006,10,11,18.36,58.69,0,1.98,98.16
2006,10,12,15.46,58.56,0.32,3.12,98.34
2006,10,13,15.15,55,0,1.84,98.66
2006,10,14,17.51,74.56,3.16,2.59,98.63
2006,10,15,18.72,87.19,24.66,3.19,97.8
2006,10,16,20.53,84.19,15.66,2.38,96.97
2006,10,17,20.82,64.19,0,2.93,97.35
2006,10,18,17.98,69.31,0.19,3.62,98.08
2006,10,19,11.64,60.31,0.41,3.88,98.61
2006,10,20,13.83,55.69,0,2.99,98.29
2006,10,21,14.07,67.25,0,4.82,98.28
2006,10,22,8.87,59.19,0,3.15,99.51
2006,10,23,11.81,55.19,0,1.91,99.39
2006,10,24,14.15,75.19,2.7,3.16,98.9
2006,10,25,19.18,90.44,3.09,4.13,98.17
2006,10,26,20.68,64.56,0.05,3.16,97.86
2006,10,27,13.62,54.12,0,5.95,98.54
2006,10,28,14.8,51.5,0,2.17,99.07
2006,10,29,17.05,53,0,3.86,98.51
2006,10,30,17.83,70.12,0.02,4.88,98.02
2006,10,31,12.55,62.06,0,3.29,98.53
2006,11,1,9.58,53.69,0.04,3.03,99.13
2006,11,2,7.48,52.5,0,2.68,99.87
2006,11,3,8.68,51.81,0,2.73,99.69
2006,11,4,12.76,70.81,0.02,4.26,99.14
2006,11,5,16.94,89.5,19.33,3.38,98.78
2006,11,6,16.16,85.31,11.56,2.38,98.56
2006,11,7,15.7,67.62,0,1.54,98.41
2006,11,8,18.01,63.5,0,2.89,97.67
2006,11,9,21.18,78,0,4.26,97.41
2006,11,10,15.87,71.12,0,4.57,98.23
2006,11,11,8.08,65.12,0,2.8,99.58
2006,11,12,9.98,63.44,0,3.77,98.89
2006,11,13,12.18,76.25,0,2.06,98.6
2006,11,14,15.87,56.88,0,3.4,97.26
2006,11,15,9.98,47.62,0.49,8.41,97.94
2006,11,16,6.84,51.06,0,2.76,98.61
2006,11,17,10.69,52.31,0,2.44,98.54
2006,11,18,11.12,63.56,0,2.07,99.18
2006,11,19,8.2,59.19,0,1.88,99.85
2006,11,20,7.45,58.25,0,1.46,100.13
2006,11,21,9.91,55.06,0,3.6,99.65
2006,11,22,12.85,58.81,0,3.21,99.05
2006,11,23,14.22,68.56,0,3.05,98.84
2006,11,24,15.12,76.25,0,3.18,98.75
2006,11,25,15.65,78.94,0,3.5,98.76
2006,11,26,16.44,79.25,0,3.59,98.82
2006,11,27,18.33,83.88,0.6,4.2,98.65
2006,11,28,20.16,79.12,0.41,4.45,98.16
2006,11,29,17.34,90.25,19.59,4.86,98.04
2006,11,30,-1.62,74.56,6.24,6.18,98.91
2006,12,1,-0.38,64,0,1.89,99.4
2006,12,2,3.14,70.81,0.19,2.23,99.74
2006,12,3,-0.63,70.19,0.03,3.57,100.7
2006,12,4,1.68,60.06,0,1.72,100.42
2006,12,5,5.61,63.81,0,3.38,99.45
2006,12,6,7.7,76.38,0,2.92,99.11
2006,12,7,2.33,56.44,0,4.28,100.54
2006,12,8,-0.94,58.19,0,1.84,100.62
2006,12,9,4.13,52.62,0,3.45,99.76
2006,12,10,7.83,82.88,0.17,4.64,99.17
2006,12,11,12.24,73.94,0.36,3.39,98.84
2006,12,12,10.81,55.44,0,2.04,99.1
2006,12,13,10.16,55.44,0,2.23,99.03
2006,12,14,11.64,57.5,0,2.55,98.53
2006,12,15,12.26,70.56,0,2.92,98.26
2006,12,16,15.81,81.06,0.01,4.57,98.18
2006,12,17,17.08,84.81,0,3.14,98.59
2006,12,18,16.04,84.62,0.01,1.8,99.17
2006,12,19,11.68,92.25,7.22,2.85,99.25
2006,12,20,12.39,74.31,8.98,3.91,98.31
2006,12,21,7.48,56.25,0,2.91,98.62
2006,12,22,4.89,65.44,0,2.26,98.81
2006,12,23,6.21,71.12,0.2,1.83,99.29
2006,12,24,4.89,86.12,3.82,1.59,98.88
2006,12,25,4.52,61.69,2.59,5.7,98.9
2006,12,26,2.99,57.75,0,1.42,99.18
2006,12,27,8.1,65.81,0,4.96,98.49
2006,12,28,12.41,89.19,0.31,5.59,98.18
2006,12,29,15.28,92.75,26.25,6.1,98.29
2006,12,30,9.66,71.81,1.76,3.09,98.43
2006,12,31,4.09,68.62,0,3.96,98.94
2007,1,1,1.73,70.62,0,2.71,99.64
2007,1,2,2.53,76.44,0,1.22,99.72
2007,1,3,6.09,79.38,3.57,2.01,99.25
2007,1,4,8.29,89.56,11.34,2.04,98.02
2007,1,5,8.27,87.44,0.92,1.8,97.74
2007,1,6,6.33,79.62,0.12,2.68,98.85
2007,1,7,5.62,66.69,0,3.06,99.21
2007,1,8,6.05,54.25,0,1.88,99.55
2007,1,9,5.97,61.44,0,2.72,100.15
2007,1,10,8.11,68.56,0,4.52,99.23
2007,1,11,13.87,88.5,0.02,5.98,98.58
2007,1,12,13.19,91.75,15.25,4.1,98.83
2007,1,13,-0.16,84.12,6.23,3.67,99.23
2007,1,14,-0.73,81.69,3.74,3.82,99.06
2007,1,15,-3.85,71,1.44,4.77,99.95
2007,1,16,-3.58,71.62,0.33,2.6,100.57
2007,1,17,-2.91,79.5,1.03,1.83,100.16
2007,1,18,0.25,90.75,1.12,2.18,99.69
2007,1,19,1.19,86.94,3.47,2.39,99.96
2007,1,20,0.94,95.81,20.88,2.47,98.93
2007,1,21,2.67,85.62,0,3.58,98.42
2007,1,22,-0.8,85.31,0.05,3.02,99.35
2007,1,23,1.63,80.56,0.45,1.41,99.31
2007,1,24,3.24,85.25,0,2.3,99.47
2007,1,25,4.58,77.81,0,1.69,99.71
2007,1,26,7.06,72.25,0.01,2.59,99
2007,1,27,6.99,78.38,0.05,4.16,98.76
2007,1,28,0.37,67,0,2.4,99.71
2007,1,29,2.14,79.56,0,2.51,99.17
2007,1,30,2.06,72.69,0,3.4,99.5
2007,1,31,1.09,83.38,1.35,2.59,98.69
2007,2,1,1.33,92.69,7.1,1.92,98.05
2007,2,2,-1.16,76.38,0.54,2.52,99.02
2007,2,3,1.95,76.25,0,3.03,99.29
2007,2,4,3.91,86.06,0,1.79,99.62
2007,2,5,6.41,82.31,0,1.39,99.76
2007,2,6,11.41,81.62,0,4.02,99.2
2007,2,7,12.63,82.62,0,2.56,98.75
2007,2,8,3.88,85.56,0.03,3.01,99.2
2007,2,9,3.26,82.94,0,2.59,99.41
2007,2,10,3.51,79.19,0,1.39,99.58
2007,2,11,5.44,88.75,0.24,2.79,99.03
2007,2,12,10.8,92.75,3.31,3.07,98.01
2007,2,13,3.9,70.56,0.07,7.06,98.66
2007,2,14,-2.33,73.19,0.03,4.12,99.43
2007,2,15,-2.9,68.81,0,3.62,99.8
2007,2,16,0.08,69.25,0,3.05,99.18
2007,2,17,4.86,66.56,0,4.54,99.43
2007,2,18,6.3,62.5,0,2.56,99.61
2007,2,19,11.63,69.44,0,5.22,98.22
2007,2,20,15.17,60,0,4.05,97.93
2007,2,21,13.33,56.25,0,2.01,98.48
2007,2,22,15.64,57.19,0,2.26,98.85
2007,2,23,16.24,86.69,0.51,5.14,98.17
2007,2,24,15.04,55.75,1.33,8.04,97.27
2007,2,25,8.73,48.88,0,3.17,98.3
2007,2,26,12.37,54.06,0,3.92,97.76
2007,2,27,13.76,71.19,0,3.33,97.94
2007,2,28,18.15,85.69,0,5.38,97.25
2007,3,1,11.01,49.06,0,4.16,97.63
2007,3,2,7.91,43.62,0,2.86,98.19
2007,3,3,5.18,45.38,0,4.29,99.26
2007,3,4,5.12,44.94,0,2.2,100.08
2007,3,5,9.82,46.06,0,1.98,99.77
2007,3,6,11.58,52.06,0,3.09,99.38
2007,3,7,13.13,71.81,0,2.34,99.01
2007,3,8,16.03,71.06,0.03,2.56,98.79
2007,3,9,17.92,66.31,0.15,3.3,98.57
2007,3,10,17.18,56.88,0,2.06,98.8
2007,3,11,19.07,72.44,3.47,3.56,98.83
2007,3,12,17.53,88,6.24,2,98.85
2007,3,13,16.95,85.75,9.24,2.27,98.77
2007,3,14,16.02,85.62,0.52,1.66,98.27
2007,3,15,18.05,72.88,0,2.37,98.49
2007,3,16,12.49,57,0,4.09,99.54
2007,3,17,14.12,61.75,0,2.77,99.04
2007,3,18,18.62,78.94,0,4.55,98.53
2007,3,19,20.55,76.81,0,5.71,98.53
2007,3,20,19.95,78.25,0.17,4.98,98.92
2007,3,21,21,77.75,0.02,5.24,98.76
2007,3,22,19.23,84.69,0.05,3.9,98.87
2007,3,23,19.48,86.62,0,3.7,98.69
2007,3,24,20.35,73.38,0,4.55,98.88
2007,3,25,19.51,84.88,0.74,2.88,98.99
2007,3,26,18.69,89.81,29.08,3.72,98.5
2007,3,27,19.62,77.62,3.11,3.05,98.22
2007,3,28,21.48,80.88,0.32,4.8,98.21
2007,3,29,20.19,91.06,36.59,4.35,98.35
2007,3,30,17.98,95.31,65.27,4.3,98.33
2007,3,31,13.2,72,2.43,2.95,98.28
2007,4,1,17.05,70.38,0.26,3.09,98.3
2007,4,2,19.97,84.94,0.01,3.95,98.37
2007,4,3,21.73,76.88,1.95,3.91,98.36
2007,4,4,12.61,58,0,4.42,99.4
2007,4,5,11.44,58.25,0,2.53,99.35
2007,4,6,7.67,65.31,0.05,4.34,99.56
2007,4,7,3.17,60.06,1.09,2.58,99.7
2007,4,8,6.01,60.81,0.01,1.43,99.25
2007,4,9,9.31,72,0.02,2.61,98.6
2007,4,10,16.74,75.75,0.29,4.12,97.24
2007,4,11,14.34,58.38,0,3.38,97.82
2007,4,12,14.8,59.12,0,3.35,98.35
2007,4,13,17.79,85.25,8.57,4.95,97.69
2007,4,14,9.03,69.62,1.94,5.16,98.57
2007,4,15,12.3,61,0,1.62,99.02
2007,4,16,14.23,67.12,0,3.01,98.85
2007,4,17,14.46,91.19,10.93,3.33,98.05
2007,4,18,15.76,78.19,0.1,3.29,98.12
2007,4,19,17.67,79,0,2.69,98.22
2007,4,20,19.95,76.5,0,3.81,98.54
2007,4,21,19.27,75.44,0,4.45,98.49
2007,4,22,21.33,77.62,0,4.39,98.39
2007,4,23,22.28,80.06,0,4.04,98.56
2007,4,24,21.49,93.19,35.67,4.52,97.96
2007,4,25,17.01,70.44,0.44,4.02,97.96
2007,4,26,15.36,64.25,0,2.88,98.43
2007,4,27,18.4,70.31,0,2.42,98.69
2007,4,28,20.43,71.12,0,1.82,99.09
2007,4,29,21.63,68.31,1.67,1.59,99.01
2007,4,30,21.37,89.12,22.76,2.7,98.37
2007,5,1,21.76,84.44,8.15,2.98,98.02
2007,5,2,21.87,81.81,13.14,1.31,97.98
2007,5,3,21.8,80.75,5.78,2.8,97.81
2007,5,4,23.92,85,0.07,4.2,97.82
2007,5,5,24.02,86.75,0.18,5.41,97.6
2007,5,6,24.12,83.19,0.72,4.67,98
2007,5,7,24.09,83.75,7.57,2.93,98.57
2007,5,8,23.03,81.94,8.84,1.87,98.68
2007,5,9,22.09,84.25,10.06,1.74,98.52
2007,5,10,20.67,85.19,10.7,1.67,98.32
2007,5,11,21.8,73.38,0.35,1.38,98.64
2007,5,12,22.73,74.69,4,1.34,98.78
2007,5,13,23.55,74.81,1.64,1.3,98.83
2007,5,14,24.01,75.06,2.87,1.55,98.7
2007,5,15,23.04,74.88,0.27,3.02,98.76
2007,5,16,17.99,66.5,0,2.98,99.18
2007,5,17,18.65,67.31,0,1.95,99.25
2007,5,18,20,65.88,0.2,1.35,99.18
2007,5,19,19.86,70.25,1.09,1.92,99.1
2007,5,20,20.9,69.5,1.14,2.49,98.75
2007,5,21,21.62,78.88,1.83,3.71,98.34
